token,farmerline_count,phoneme_dataset_count,in_farmerline,in_phoneme_dataset,unicode_name,unicode_category
dɛ,3,1,True,True,,
dɛ.,0,1,False,True,,
dɛdamu,1,0,True,False,,
dɛdɛ,0,1,False,True,,
dɛn,59,7,True,True,,
dɛn?,0,1,False,True,,
dɛre,0,1,False,True,,
dɛtɛm,1,0,True,False,,
dɛɛ,1,0,True,False,,
dɛɛdi,1,0,True,False,,
ebetumi,2,0,True,False,,
ebi,12,2,True,True,,
ebia,15,2,True,True,,
ebifii,1,0,True,False,,
ebinom,4,10,True,True,,
ebubuu,1,0,True,False,,
ebunu,0,1,False,True,,
ebɛtumi,1,0,True,False,,
edan,1,0,True,False,,
eddie,1,0,True,False,,
eden,0,1,False,True,,
eder,0,1,False,True,,
edi,12,0,True,False,,
edihɔ,1,0,True,False,,
edikan,3,0,True,False,,
edom,1,1,True,True,,
"edom,",0,1,False,True,,
edu,4,0,True,False,,
eduanonnkron,1,0,True,False,,
efeso,1,1,True,True,,
efesofo,1,0,True,False,,
efesofoɔ,1,0,True,False,,
efi,6,1,True,True,,
efie,0,15,False,True,,
efienipa?,0,1,False,True,,
efiri,3,0,True,False,,
efirisɛ,1,0,True,False,,
efise,1,0,True,False,,
efisɛ,12,0,True,False,,
efraim,0,7,False,True,,
egyina,1,0,True,False,,
egypt,1,0,True,False,,
egyptfoɔ,1,0,True,False,,
ehia,4,0,True,False,,
ehu,2,4,True,True,,
"ehuyie,",0,1,False,True,,
ehwi,1,0,True,False,,
eighteen,1,0,True,False,,
ekron,0,1,False,True,,
ela,0,1,False,True,,
elam,0,6,False,True,,
eleasa,0,3,False,True,,
"elia,",0,1,False,True,,
eliakim,0,2,False,True,,
eliasib,0,1,False,True,,
eliesa,0,1,False,True,,
elifas,1,0,True,False,,
elihu,0,1,False,True,,
elisa,0,2,False,True,,
elisabet,0,1,False,True,,
email,1,0,True,False,,
emu,10,7,True,True,,
emu.,0,1,False,True,,
emufoɔ,2,0,True,False,,
enam,2,0,True,False,,
enkanka,1,0,True,False,,
enkyerɛ,1,0,True,False,,
enni,6,0,True,False,,
eno,3,0,True,False,,
enso,1,0,True,False,,
enti,40,13,True,True,,
enuanom,4,0,True,False,,
enum,1,1,True,True,,
"enum,",0,1,False,True,,
enuonyam,2,0,True,False,,
enwi,0,1,False,True,,
enwunu,0,1,False,True,,
enya,1,0,True,False,,
enye,1,0,True,False,,
epitome,1,0,True,False,,
ernest,1,0,True,False,,
esau,0,3,False,True,,
esi,1,0,True,False,,
esiane,9,0,True,False,,
ester,0,1,False,True,,
esu,0,1,False,True,,
esua,2,0,True,False,,
esuade,1,0,True,False,,
esubo,1,0,True,False,,
esum,0,1,False,True,,
ethiopia,1,0,True,False,,
etumi,1,0,True,False,,
eufrate,0,1,False,True,,
eunike,0,1,False,True,,
ewiem,0,1,False,True,,
ewo,1,0,True,False,,
exodus,1,0,True,False,,
eye,1,0,True,False,,
eyi,3,0,True,False,,
ezra,1,0,True,False,,
fa,19,19,True,True,,
"fa,",0,4,False,True,,
fa.,0,1,False,True,,
fa;,0,2,False,True,,
faa,4,7,True,True,,
fadum,0,1,False,True,,
fafiri,1,0,True,False,,
fakyɛ,1,0,True,False,,
fam,5,10,True,True,,
"fam,",0,7,False,True,,
fam.,0,1,False,True,,
fapem,0,1,False,True,,
fapɔn,1,0,True,False,,
farao,0,8,False,True,,
"farao,",0,1,False,True,,
farisifoɔ,0,3,False,True,,
faso,1,0,True,False,,
fasuo,0,2,False,True,,
"fasuo,",0,1,False,True,,
fata,2,0,True,False,,
fe,1,0,True,False,,
february,1,0,True,False,,
federico,1,0,True,False,,
fedi,2,0,True,False,,
fekubɔ,1,0,True,False,,
fekubɔne,1,0,True,False,,
felike,0,2,False,True,,
festo,0,1,False,True,,
fi,5,3,True,True,,
"fi,",0,1,False,True,,
fi.,0,2,False,True,,
fiasie,1,0,True,False,,
fidie.,0,1,False,True,,
fie,10,25,True,True,,
"fie,",0,7,False,True,,
fie.,0,5,False,True,,
fie?,0,1,False,True,,
fiefie,1,0,True,False,,
fiefo,1,0,True,False,,
figuo.,0,1,False,True,,
fii,4,0,True,False,,
filipifo,2,0,True,False,,
filipifoɔ,1,0,True,False,,
filipo,3,0,True,False,,
filistifoɔ,0,6,False,True,,
filistini,1,0,True,False,,
finlandfoɔ,1,0,True,False,,
fipam,0,1,False,True,,
firi,26,44,True,True,,
"firi,",0,1,False,True,,
firii,2,23,True,True,,
firii.,0,1,False,True,,
firiiɛ,0,1,False,True,,
fitaa,2,1,True,True,,
fo,4,4,True,True,,
"fo,",0,1,False,True,,
foaa,0,1,False,True,,
foforo,13,0,True,False,,
foforɔ,13,9,True,True,,
"foforɔ,",0,3,False,True,,
foforɔ.,0,2,False,True,,
fom,3,1,True,True,,
fomfa,0,1,False,True,,
fononoo,0,1,False,True,,
for,1,0,True,False,,
foro,0,3,False,True,,
fotoɔ.,0,1,False,True,,
foɔ,1,1,True,True,,
frankaa,0,1,False,True,,
from,1,0,True,False,,
frɛ,5,2,True,True,,
frɛfrɛ,1,0,True,False,,
frɛfrɛɛ,0,2,False,True,,
frɛɛ,1,6,True,True,,
"fu,",0,1,False,True,,
"fui,",0,1,False,True,,
fui.,0,1,False,True,,
funi,0,1,False,True,,
funu,0,2,False,True,,
future,1,0,True,False,,
futuru,1,0,True,False,,
"fɔ,",0,1,False,True,,
fɔ;,0,1,False,True,,
fɔdifoɔ,0,1,False,True,,
fɔm,1,0,True,False,,
"fɔtɔe,",0,1,False,True,,
fɛ,3,1,True,True,,
"fɛ,",0,1,False,True,,
fɛdie,0,1,False,True,,
fɛfɛɛfɛ,2,0,True,False,,
fɛm,1,0,True,False,,
g,2,0,True,False,,
gad,0,2,False,True,,
gadfoɔ,0,1,False,True,,
galatiafoɔ,1,0,True,False,,
galatifoɔ,1,0,True,False,,
galilea,3,0,True,False,,
galilea.,0,1,False,True,,
galileafoɔ,0,1,False,True,,
games,1,0,True,False,,
gasa,0,1,False,True,,
"gasa,",0,1,False,True,,
gedalia,0,1,False,True,,
gehasi,0,1,False,True,,
genesaret,0,1,False,True,,
genesis,2,0,True,False,,
george,1,0,True,False,,
gibar,0,1,False,True,,
"gibea,",0,1,False,True,,
gibea.,0,1,False,True,,
gideon,2,2,True,True,,
gideoni,0,1,False,True,,
gihon.,0,1,False,True,,
gilead,2,3,True,True,,
gilead;,0,1,False,True,,
gileadfoɔ,0,1,False,True,,
gilgal,0,2,False,True,,
"gilgal,",0,2,False,True,,
gloria,1,0,True,False,,
gog,1,1,True,True,,
goliat,1,0,True,False,,
gomora,2,0,True,False,,
goroe.,0,1,False,True,,
gu,2,4,True,True,,
guano,1,0,True,False,,
gugu,0,2,False,True,,
gui.,0,1,False,True,,
guo,0,1,False,True,,
"guo,",0,1,False,True,,
guu,0,9,False,True,,
guɔ,1,0,True,False,,
gya,0,2,False,True,,
gyaa,0,1,False,True,,
gyae,1,0,True,False,,
gyai,1,0,True,False,,
gyata,1,2,True,True,,
gye,20,13,True,True,,
gyee,0,4,False,True,,
gyiaeɛ,1,0,True,False,,
gyidi,6,0,True,False,,
gyidie,13,10,True,True,,
gyidifoɔ,1,1,True,True,,
gyigye,2,0,True,False,,
gyina,9,8,True,True,,
"gyina,",0,1,False,True,,
gyinaa,3,0,True,False,,
gyinae,6,0,True,False,,
gyinaesi,1,0,True,False,,
gyinaeɛ,2,0,True,False,,
"gyinagyina,",0,1,False,True,,
ha,6,10,True,True,,
"ha,",0,3,False,True,,
ha?,0,2,False,True,,
haa;,0,1,False,True,,
habakuk,1,0,True,False,,
habel,0,1,False,True,,
"hadad,",0,1,False,True,,
haman,0,4,False,True,,
hamat,0,1,False,True,,
hamedata,0,1,False,True,,
hamor,0,1,False,True,,
"hanam,",0,1,False,True,,
hanania,0,1,False,True,,
hann,1,5,True,True,,
"haran,",0,1,False,True,,
hare.,0,1,False,True,,
harry,1,0,True,False,,
hasael,0,2,False,True,,
hasiel,0,1,False,True,,
haw,3,0,True,False,,
hawa,1,0,True,False,,
he,3,0,True,False,,
he?,0,1,False,True,,
hebri,1,0,True,False,,
hebrifo,2,0,True,False,,
hebrifoɔ,1,1,True,True,,
hebron,0,1,False,True,,
heinz,1,0,True,False,,
helafoɔ,0,1,False,True,,
helani,1,0,True,False,,
heldai,1,0,True,False,,
helem,0,1,False,True,,
hemmaa,0,1,False,True,,
"hen,",0,1,False,True,,
hena,1,0,True,False,,
henadad,0,1,False,True,,
hene,1,14,True,True,,
"hene,",0,4,False,True,,
hene.,0,4,False,True,,
henok,2,0,True,False,,
hesekia,0,3,False,True,,
hesekiel,1,0,True,False,,
hia,16,0,True,False,,
hia.,0,1,False,True,,
hihiaa.,0,1,False,True,,
hilkia,0,2,False,True,,
himahima,0,1,False,True,,
hini,0,2,False,True,,
hintidua,2,0,True,False,,
hiob,9,1,True,True,,
hiram,0,1,False,True,,
ho,291,197,True,True,,
ho!,0,2,False,True,,
"ho,",0,39,False,True,,
ho.,0,18,False,True,,
ho;,0,8,False,True,,
ho?,0,2,False,True,,
hoa,0,1,False,True,,
"hoaboɔ,",0,1,False,True,,
hokwan,5,0,True,False,,
hom,1,0,True,False,,
homa,0,1,False,True,,
home,0,2,False,True,,
homeda,1,2,True,True,,
homedi,1,0,True,False,,
homedikan,1,0,True,False,,
honam,5,8,True,True,,
honam.,0,1,False,True,,
honhom,14,18,True,True,,
honi,1,0,True,False,,
honkwan,1,0,True,False,,
honyɛni,1,0,True,False,,
horonni,0,1,False,True,,
horow,2,0,True,False,,
hosa,0,1,False,True,,
hosea,0,1,False,True,,
hosiana,0,1,False,True,,
hoyee,1,0,True,False,,
hu,14,7,True,True,,
hu.,0,2,False,True,,
huhuo.,0,1,False,True,,
hui,1,0,True,False,,
"hui,",0,1,False,True,,
hundred,2,0,True,False,,
hunsuro,1,0,True,False,,
hunu,6,3,True,True,,
"hunu,",0,1,False,True,,
hunuu,2,7,True,True,,
hur,0,1,False,True,,
huraeɛ,0,1,False,True,,
huri,0,1,False,True,,
"huu,",0,1,False,True,,
huyie,0,1,False,True,,
hwa,1,2,True,True,,
hwam,0,1,False,True,,
hwamhwam,0,3,False,True,,
hwammɔ,2,0,True,False,,
hwammɔedi,2,0,True,False,,
hwan,2,14,True,True,,
hwanhwam,0,1,False,True,,
"hwanhwam,",0,1,False,True,,
hwayɛ,3,0,True,False,,
hwe,1,0,True,False,,
hwee,2,3,True,True,,
"hwee,",0,1,False,True,,
hwee.,0,2,False,True,,
hwee;,0,2,False,True,,
hwehwɛ,5,2,True,True,,
hwehwɛ.,0,1,False,True,,
hwehwɛmu,1,0,True,False,,
hwehwɛɛ,1,0,True,False,,
hwene,0,2,False,True,,
"hwenem,",0,1,False,True,,
hwereɛ,1,0,True,False,,
hwɛ,24,4,True,True,,
"hwɛ,",0,31,False,True,,
hwɛsoɔ,1,0,True,False,,
hwɛɛ,3,0,True,False,,
"hye,",0,1,False,True,,
hyee,0,1,False,True,,
hyehye,2,0,True,False,,
hyehyeɛ,0,1,False,True,,
hyehyɛ,0,3,False,True,,
hyehyɛ.,0,1,False,True,,
hyehyɛɛ,2,1,True,True,,
hyerɛn,0,1,False,True,,
hyeɛ,0,5,False,True,,
hyeɛ.,0,1,False,True,,
hyia,8,2,True,True,,
hyia.,0,1,False,True,,
hyiaa,2,3,True,True,,
hyiaae,1,0,True,False,,
hyiaaeɛ,1,0,True,False,,
hyiadan,0,1,False,True,,
hyiae.,0,1,False,True,,
hyiae;,0,2,False,True,,
hyiahyia.,0,1,False,True,,
hyiaɛ,1,0,True,False,,
hyiraa,1,0,True,False,,
hyɛ,13,11,True,True,,
hyɛeɛ,0,1,False,True,,
hyɛɛ,6,8,True,True,,
hɔ,70,54,True,True,,
"hɔ,",0,10,False,True,,
hɔ.,0,15,False,True,,
hɔ;,0,6,False,True,,
hɔfoɔ,1,1,True,True,,
hɔhoɔ,0,2,False,True,,
hɔhoɔ.,0,1,False,True,,
hɔnom,0,2,False,True,,
hɛn,1,0,True,False,,
ikonium,0,1,False,True,,
intanɛt,1,0,True,False,,
internet,2,0,True,False,,
inti,1,0,True,False,,
ireland,1,0,True,False,,
irkutsk,1,0,True,False,,
isaiah,1,0,True,False,,
isak,0,3,False,True,,
isboset,0,1,False,True,,
"iskariot,",0,1,False,True,,
islands,1,0,True,False,,
ismael,0,1,False,True,,
israel,3,37,True,True,,
israel!,0,1,False,True,,
"israel,",0,5,False,True,,
israel.,0,1,False,True,,
israelfo,1,0,True,False,,
israelfoɔ,5,13,True,True,,
israelfoɔ.,0,1,False,True,,
israelhene,0,3,False,True,,
itamar,0,2,False,True,,
iud,1,0,True,False,,
"iye-haabarim,",0,1,False,True,,
janyuari,1,0,True,False,,
jeanmarie,1,0,True,False,,
jephthah,2,0,True,False,,
jesus,1,0,True,False,,
jim,1,0,True,False,,
job,1,0,True,False,,
joel,2,0,True,False,,
johannes,2,0,True,False,,
john,1,0,True,False,,
jonathan,1,0,True,False,,
jose,1,0,True,False,,
july,1,0,True,False,,
june,1,0,True,False,,
jw,2,0,True,False,,
ka,40,54,True,True,,
ka.,0,1,False,True,,
kaa,12,23,True,True,,
kachɛ,1,0,True,False,,
kades-barnea,0,1,False,True,,
kae,15,3,True,True,,
"kaesare,",0,1,False,True,,
kaeɛ,1,2,True,True,,
kain,0,3,False,True,,
kakasɛ,1,0,True,False,,
kakra,11,0,True,False,,
"kakra,",0,1,False,True,,
kakra.,0,1,False,True,,
kakraa,0,1,False,True,,
kakyere,3,0,True,False,,
kakyɛre,1,0,True,False,,
kaldeafoɔ,0,1,False,True,,
"kaldeafoɔ,",0,1,False,True,,
kaleb,0,2,False,True,,
kama,2,0,True,False,,
kamee,1,0,True,False,,
kamfo,0,2,False,True,,
kan,33,8,True,True,,
kan.,0,2,False,True,,
kana,0,1,False,True,,
kanaan,1,1,True,True,,
kanaanfoɔ,0,1,False,True,,
kane,0,4,False,True,,
kane.,0,1,False,True,,
kaneadua,0,1,False,True,,
kanee,0,2,False,True,,
kanefoɔ,1,0,True,False,,
kanka,1,0,True,False,,
kankan,2,0,True,False,,
kankonim,1,0,True,False,,
kann.,0,1,False,True,,
kannifoɔ,1,0,True,False,,
kantankrankyi,0,1,False,True,,
"karkor,",0,1,False,True,,
kasa,6,3,True,True,,
kasaa,0,2,False,True,,
kasaeɛ,0,1,False,True,,
kasamu,1,0,True,False,,
kase,4,0,True,False,,
kaseɛ,0,1,False,True,,
kasɛ,1,0,True,False,,
kata,1,1,True,True,,
kataa,0,3,False,True,,
kayerɛkan,1,0,True,False,,
"kedar,",0,1,False,True,,
kedema.,0,1,False,True,,
keila,0,2,False,True,,
keka,1,1,True,True,,
kekaa,0,1,False,True,,
kenaana,0,1,False,True,,
kenkan,18,1,True,True,,
kenso,1,0,True,False,,
kerubim,0,3,False,True,,
ketee.,0,1,False,True,,
ketewa,1,1,True,True,,
kilikia,0,1,False,True,,
kinka,2,0,True,False,,
kipro,0,1,False,True,,
kiriat-sefer,0,1,False,True,,
"kiriataim,",0,1,False,True,,
kirsten,1,0,True,False,,
kis,0,2,False,True,,
kis.,0,1,False,True,,
knorr,1,0,True,False,,
ko,4,4,True,True,,
ko;,0,1,False,True,,
kodi,1,0,True,False,,
kohatfoɔ,0,1,False,True,,
kokom,0,1,False,True,,
kolosefoɔ,2,0,True,False,,
koma,21,0,True,False,,
komam,1,0,True,False,,
komapa,1,0,True,False,,
komm,1,1,True,True,,
"komm,",0,1,False,True,,
komm.,0,2,False,True,,
konkurowa;,0,1,False,True,,
kora,2,1,True,True,,
"kora,",0,1,False,True,,
koraa,10,0,True,False,,
korafoɔ,0,1,False,True,,
korakora,1,0,True,False,,
korakora.,0,1,False,True,,
kores,1,0,True,False,,
korinto,1,0,True,False,,
korintofo,2,0,True,False,,
korintofoɔ,6,0,True,False,,
koro,2,3,True,True,,
korɔ,0,2,False,True,,
"korɔ,",0,1,False,True,,
kosi,13,0,True,False,,
koto;,0,1,False,True,,
kotokuo,0,1,False,True,,
kra,1,11,True,True,,
"kra,",0,1,False,True,,
krado,1,0,True,False,,
krataa,5,1,True,True,,
kratafa,1,0,True,False,,
"kreta,",0,1,False,True,,
kristen,1,0,True,False,,
kristo,12,18,True,True,,
"kristo,",0,2,False,True,,
kristofo,6,0,True,False,,
kristofoɔ,11,1,True,True,,
kristoni,5,0,True,False,,
kronkron,9,2,True,True,,
"kronkron,",0,2,False,True,,
kronkron.,0,1,False,True,,
kronkronbea,0,1,False,True,,
"kronkronbea,",0,1,False,True,,
krɔnkrɔn,1,0,True,False,,
ku,1,0,True,False,,
kuduo,0,1,False,True,,
kum,1,3,True,True,,
kuma,1,0,True,False,,
kumaa,0,2,False,True,,
kumfɔ,1,0,True,False,,
kumm,0,3,False,True,,
kunu,4,2,True,True,,
kunupa,1,0,True,False,,
kuo,3,0,True,False,,
"kuo,",0,1,False,True,,
kura,0,3,False,True,,
kuro,5,18,True,True,,
kurom,2,1,True,True,,
kurom.,0,1,False,True,,
kurutuawisi,0,1,False,True,,
kuruwa,0,1,False,True,,
kusi,0,1,False,True,,
kusukusu,0,1,False,True,,
"kusuu,",0,1,False,True,,
kusuu.,0,2,False,True,,
kwa,4,1,True,True,,
"kwa,",0,2,False,True,,
kwa.,0,1,False,True,,
kwaeɛ,0,1,False,True,,
kwaeɛm,0,1,False,True,,
kwan,30,20,True,True,,
"kwan,",0,4,False,True,,
kwan.,0,3,False,True,,
kwan;,0,3,False,True,,
kwan?,0,1,False,True,,
kwankyerɛ,2,0,True,False,,
kwasea,1,0,True,False,,
kwatani,0,1,False,True,,
kwaya,1,0,True,False,,
kwayɛ,1,0,True,False,,
kye,3,0,True,False,,
kyea,1,0,True,False,,
kyeeɛ,0,1,False,True,,
kyekyefoɔ,0,1,False,True,,
kyekyere,1,0,True,False,,
kyer,1,0,True,False,,
kyere,0,1,False,True,,
kyeree,0,1,False,True,,
kyerɛ,37,9,True,True,,
kyerɛ?,0,1,False,True,,
kyerɛka,1,0,True,False,,
kyerɛkyerɛ,4,0,True,False,,
kyerɛkyerɛe,1,0,True,False,,
"kyerɛkyerɛfoɔ,",0,2,False,True,,
kyerɛkyerɛɛ,3,2,True,True,,
kyerɛsɛm,1,0,True,False,,
kyerɛw,1,0,True,False,,
kyerɛwsɛm,2,0,True,False,,
kyerɛɛ,12,58,True,True,,
kyi,4,0,True,False,,
kyidɔm.,0,1,False,True,,
"kyinhyia,",0,1,False,True,,
kyinhyia.,0,1,False,True,,
kyini,0,2,False,True,,
kyirebennyɛ,0,1,False,True,,
kyirɛkyirɛ,1,0,True,False,,
kyɛ,3,2,True,True,,
"kyɛ,",0,1,False,True,,
kyɛ.,0,1,False,True,,
kyɛe,1,0,True,False,,
kyɛfa,0,2,False,True,,
kyɛfa;,0,1,False,True,,
kyɛn,1,0,True,False,,
kyɛre,0,1,False,True,,
kyɛw,0,1,False,True,,
"kyɛw,",0,1,False,True,,
kã,5,0,True,False,,
kãa,1,0,True,False,,
kɔ,20,20,True,True,,
"kɔ,",0,3,False,True,,
kɔbere,0,3,False,True,,
kɔbisa,1,0,True,False,,
kɔboa,1,0,True,False,,
kɔboaboa,1,0,True,False,,
kɔbɔɔ,1,0,True,False,,
kɔdi,1,1,True,True,,
kɔdii,1,0,True,False,,
kɔdu,1,0,True,False,,
kɔduba,1,0,True,False,,
kɔduru,0,1,False,True,,
kɔe,1,0,True,False,,
"kɔe,",0,2,False,True,,
kɔe.,0,2,False,True,,
kɔeakyiri,1,0,True,False,,
kɔeɛ,0,1,False,True,,
kɔeɛ.,0,1,False,True,,
kɔeɛ;,0,1,False,True,,
kɔfaa,0,1,False,True,,
kɔfirii,0,1,False,True,,
kɔgye,1,0,True,False,,
kɔgyinaa,0,1,False,True,,
kɔhyiaa,0,2,False,True,,
kɔka,1,2,True,True,,
kɔkasa,0,1,False,True,,
kɔkyekyɛ,1,0,True,False,,
kɔkyeree,0,2,False,True,,
kɔkɔbɔ.,0,1,False,True,,
kɔkɔte,0,1,False,True,,
kɔkɔɔ,2,1,True,True,,
kɔma,1,1,True,True,,
"kɔma,",0,1,False,True,,
kɔmaa,2,1,True,True,,
kɔn,0,4,False,True,,
"kɔn,",0,1,False,True,,
kɔni,1,0,True,False,,
kɔnnua,1,2,True,True,,
kɔnsrahwɛ,1,0,True,False,,
kɔntɔnkrɔn.,0,2,False,True,,
kɔpem,1,0,True,False,,
kɔsaa,1,0,True,False,,
kɔsi,15,11,True,True,,
kɔsiesie,1,0,True,False,,
kɔsii,0,9,False,True,,
kɔsisii,0,1,False,True,,
kɔsraa,1,0,True,False,,
kɔtena,1,0,True,False,,
kɔtenaa,0,2,False,True,,
kɔto,0,1,False,True,,
kɔtoa,0,1,False,True,,
kɔtoo,1,1,True,True,,
kɔyɛ,1,1,True,True,,
kɔyɛɛ,1,1,True,True,,
kɔɔ,5,17,True,True,,
"kɔɔ,",0,1,False,True,,
kɛkɛ,2,0,True,False,,
kɛn,1,0,True,False,,
kɛnkan,7,0,True,False,,
kɛse,8,0,True,False,,
"kɛse,",0,1,False,True,,
kɛseɛ,9,20,True,True,,
kɛseɛ.,0,2,False,True,,
laban,0,1,False,True,,
lalani,1,0,True,False,,
lasaro,1,0,True,False,,
leila,1,0,True,False,,
leviticus,1,0,True,False,,
lewifoɔ,0,4,False,True,,
lewini,0,1,False,True,,
listra,0,1,False,True,,
living,1,0,True,False,,
lois,0,1,False,True,,
lowe,1,0,True,False,,
luka,5,0,True,False,,
luke,1,0,True,False,,
m'abusua,1,0,True,False,,
m'adesrɛ,1,0,True,False,,
m'adeɛ,1,0,True,False,,
m'anom,1,0,True,False,,
m'asuafoɔ,1,0,True,False,,
m'ayam,1,0,True,False,,
m'ho,1,0,True,False,,
m'hun,1,0,True,False,,
m'hwɛ,1,0,True,False,,
ma,111,62,True,True,,
"ma,",0,9,False,True,,
ma.,0,3,False,True,,
maa,13,16,True,True,,
maame,5,0,True,False,,
maaseia,0,2,False,True,,
maba,0,1,False,True,,
mabo,1,0,True,False,,
maboa,1,0,True,False,,
maboadeɛ;,0,1,False,True,,
mabrɛ,0,1,False,True,,
mabua,0,1,False,True,,
mabubu,0,2,False,True,,
mabufuo,0,1,False,True,,
maburuburo,0,2,False,True,,
mabusua,1,0,True,False,,
mabɔ,0,3,False,True,,
mabɛbɔ,0,1,False,True,,
mabɛyi,0,1,False,True,,
mabɛyɛ,1,0,True,False,,
mada,0,1,False,True,,
madane,0,2,False,True,,
madanedane,0,1,False,True,,
"madansefoɔ,",0,1,False,True,,
madeɛ,0,2,False,True,,
madi,0,1,False,True,,
"madmen,",0,1,False,True,,
madom,0,1,False,True,,
madome,0,2,False,True,,
madwene,2,0,True,False,,
madwuma,1,0,True,False,,
madɔ,0,1,False,True,,
maeɛ,0,1,False,True,,
mafa.,0,1,False,True,,
mafenaa,0,1,False,True,,
mafiri,0,3,False,True,,
mafunumupɔnkɔ,0,1,False,True,,
magdalene,0,1,False,True,,
"maguo,",0,1,False,True,,
magya,0,5,False,True,,
magyan,0,1,False,True,,
magyanom,0,1,False,True,,
magyapadeɛ,0,1,False,True,,
magye,1,0,True,False,,
magyina,0,1,False,True,,
mahalalel,0,1,False,True,,
mahennie,0,1,False,True,,
mahli,0,1,False,True,,
"mahli,",0,1,False,True,,
mahohiahiafoɔ,0,1,False,True,,
mahu,1,3,True,True,,
mahunu,0,2,False,True,,
mahurisie,0,1,False,True,,
mahwɛ,1,0,True,False,,
mahyɛ,0,1,False,True,,
mahyɛdeɛ,0,3,False,True,,
maka,0,1,False,True,,
"maka,",0,1,False,True,,
makae,0,1,False,True,,
makasa,0,2,False,True,,
makatua,1,0,True,False,,
"makedoniafoɔ,",0,1,False,True,,
makir,0,2,False,True,,
makirfoɔ,0,1,False,True,,
mako,1,0,True,False,,
makoa,0,3,False,True,,
makoma,0,2,False,True,,
makunini.,0,1,False,True,,
makwan,2,1,True,True,,
makwan.,0,1,False,True,,
makyerɛ,0,2,False,True,,
"makyerɛ,",0,1,False,True,,
"makyi,",0,1,False,True,,
makyiri,0,1,False,True,,
makɔ,0,1,False,True,,
makɔsom,0,1,False,True,,
makɔyɛ,1,0,True,False,,
malawi,1,0,True,False,,
mama,0,15,False,True,,
mamena,0,1,False,True,,
mamfa,0,1,False,True,,
mammrɛ,0,1,False,True,,
mammu,0,1,False,True,,
mampene,1,0,True,False,,
man,2,13,True,True,,
"man,",0,2,False,True,,
man.,0,2,False,True,,
manase,0,7,False,True,,
manasseh,1,0,True,False,,
manfa,1,0,True,False,,
manhu,1,0,True,False,,
mani,1,8,True,True,,
manibereɛ,0,1,False,True,,
manim,1,4,True,True,,
manimuonyam,0,2,False,True,,
manimuonyam.,0,1,False,True,,
mankasa,1,0,True,False,,
mannyaa,0,1,False,True,,
mano,1,3,True,True,,
mano.,0,1,False,True,,
manoa;,0,1,False,True,,
manomu,0,4,False,True,,
"manomu,",0,1,False,True,,
mansane,0,1,False,True,,
mansotwe,0,1,False,True,,
mantia,0,1,False,True,,
manwu,0,1,False,True,,
manya,3,1,True,True,,
manyɛ,1,1,True,True,,
maon,0,1,False,True,,
mapam,0,1,False,True,,
mapenepene,0,1,False,True,,
mapo,1,0,True,False,,
march,1,0,True,False,,
maria,2,1,True,True,,
marian,1,0,True,False,,
martha,1,0,True,False,,
martin,1,0,True,False,,
"masa,",0,1,False,True,,
maso,0,3,False,True,,
masoma,0,2,False,True,,
masua,1,0,True,False,,
masɛm,0,1,False,True,,
matamfoɔ,0,1,False,True,,
mate,2,1,True,True,,
matemmudeɛ,0,1,False,True,,
"matemmudeɛ,",0,2,False,True,,
matemmusɛm,0,1,False,True,,
mateo,12,0,True,False,,
matifi,0,1,False,True,,
matim,0,1,False,True,,
mato,0,2,False,True,,
matoaa,0,1,False,True,,
matontɔn,0,1,False,True,,
matwe,0,1,False,True,,
matɛ.,0,1,False,True,,
matɛfoɔ,0,1,False,True,,
mawerɛhoɔ,0,1,False,True,,
mawofo,2,0,True,False,,
mawurade,0,1,False,True,,
may,2,0,True,False,,
mayi,0,5,False,True,,
mayɛ,0,4,False,True,,
mbra,1,0,True,False,,
mbuo,1,0,True,False,,
me,107,218,True,True,,
"me,",0,21,False,True,,
me.,0,8,False,True,,
me;,0,1,False,True,,
me?,0,1,False,True,,
meba,0,2,False,True,,
mebisa,0,1,False,True,,
mebobɔɔ,0,1,False,True,,
mebubuu,0,1,False,True,,
mebusem,1,0,True,False,,
mebusɛm,2,0,True,False,,
mebɔɔ,1,0,True,False,,
mebɛhwehwɛɛ,0,1,False,True,,
mebɛhyiaa,0,1,False,True,,
mebɛtena,1,0,True,False,,
meda,0,1,False,True,,
mede,7,25,True,True,,
medi,1,2,True,True,,
media,1,1,True,True,,
medwane,0,1,False,True,,
medwene,0,1,False,True,,
medɔ,4,2,True,True,,
"mee,",0,1,False,True,,
mefa,0,1,False,True,,
"mefae,",0,1,False,True,,
mefira,0,1,False,True,,
mefiri,1,3,True,True,,
mefirii,0,1,False,True,,
meforoo,0,1,False,True,,
mefrɛ,0,2,False,True,,
mefrɛɛ,0,1,False,True,,
megyaa,0,1,False,True,,
megye,1,1,True,True,,
megyee,0,1,False,True,,
megyinaa,0,1,False,True,,
mehoahoa,0,2,False,True,,
"mehodwoe,",0,1,False,True,,
mehu,2,0,True,False,,
mehunu,2,0,True,False,,
"mehunui,",0,1,False,True,,
mehunuu,0,4,False,True,,
mehwehwɛ,0,1,False,True,,
mehwim,0,1,False,True,,
mehwɛ,1,1,True,True,,
mehwɛɛ,1,0,True,False,,
mehyɛ,0,1,False,True,,
mehyɛɛ,1,2,True,True,,
meka,3,5,True,True,,
meka?,0,1,False,True,,
mekaa,0,5,False,True,,
mekae,1,4,True,True,,
